Centralia_C01	Centralia_C02	Centralia_C03	Centralia_C04	Centralia_C05	Centralia_C06	Centralia_C07	Centralia_C08	Centralia_C09	Centralia_C10	Centralia_C11	Centralia_C12	Centralia_C13	Centralia_C14	Centralia_C15	Centralia_C16	Centralia_C17	Centralia_C18
k__Bacteria;p__OP11;c__;o__;f__	5.90E-05	9.08E-06	1.82E-05	4.54E-06	9.08E-06	4.54E-06	9.08E-06	2.27E-05	4.54E-06	0	0	4.54E-06	9.99E-05	1.36E-05	9.08E-06	4.09E-05	1.36E-05	0
k__Bacteria;p__OP11;c__OP11-3;o__;f__	9.08E-06	0.000104423	0	4.54E-06	4.54E-06	9.08E-06	1.36E-05	1.36E-05	9.08E-06	2.72E-05	4.54E-06	9.08E-06	1.82E-05	1.36E-05	1.82E-05	9.08E-06	0	9.08E-06
k__Bacteria;p__OP11;c__OP11-4;o__;f__	0	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64;o__K2-4-19;f__	0	0	0	0	0	0	0	0	0	0	1.36E-05	0	1.82E-05	1.36E-05	0	0	0	0
k__Bacteria;p__OP11;c__WCHB1-64;o__d153;f__	2.27E-05	2.72E-05	0	0	0	0	0	2.72E-05	3.18E-05	0	0	0	4.54E-06	0	4.54E-06	0	0	0
k__Bacteria;p__OP3;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	3.63E-05	0	0	0	0	0	0
k__Bacteria;p__OP3;c__BD4-9;o__;f__	4.99E-05	9.08E-06	0	4.54E-06	4.09E-05	0	0	0	1.36E-05	4.54E-06	0	0	1.36E-05	0	9.08E-06	0	0	0
k__Bacteria;p__OP3;c__PBS-25;o__;f__	0.000131664	0.000136205	5.90E-05	0.000826307	2.27E-05	2.72E-05	0.000236088	0.000136205	3.63E-05	3.18E-05	0	4.54E-06	0.000213387	0	4.99E-05	6.81E-05	8.63E-05	1.82E-05
k__Bacteria;p__OP3;c__koll11;o__;f__	0.000236088	0.000467636	9.53E-05	0.000199767	0.000204307	0	0.000236088	0.000835388	0.000204307	5.45E-05	3.18E-05	2.27E-05	9.08E-05	4.54E-05	0.000140745	0.000122584	0.000258789	0.000158905
k__Bacteria;p__OP3;c__koll11;o__GIF10;f__	0	2.72E-05	0	0	1.82E-05	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0
k__Bacteria;p__OP3;c__koll11;o__GIF10;f__kpj58rc	2.27E-05	1.36E-05	7.26E-05	6.81E-05	0.000204307	0	0.000249708	5.90E-05	0	0	5.90E-05	9.08E-06	1.36E-05	9.08E-06	4.54E-06	0	9.08E-06	0.000145285
k__Bacteria;p__OctSpA1-106;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0.000254248	0	1.36E-05	0	0	0
k__Bacteria;p__PAUC34f;c__;o__;f__	4.54E-06	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	9.08E-06	0	0
k__Bacteria;p__Planctomycetes;Other;Other;Other	0	0	0	0	0	0	0	1.36E-05	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__;o__;f__	0.000281489	0.000240628	9.99E-05	1.82E-05	6.36E-05	4.99E-05	1.82E-05	0.001148658	8.63E-05	4.54E-05	1.82E-05	3.63E-05	0.000177066	0.000113504	4.54E-05	3.63E-05	0.000231548	0.000104423
k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__;f__	3.18E-05	9.08E-06	0	0	3.18E-05	9.08E-06	1.36E-05	0.000122584	0	0	0	1.82E-05	2.27E-05	9.08E-06	0	4.54E-06	0.000190686	2.27E-05
k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__	0.001098716	0.000413154	0.000640161	0.000935271	0.000186146	0.000649242	0.002388119	0.000885329	6.81E-05	1.36E-05	0.000876249	0.000517577	0.000948892	0.000258789	0.000281489	0.000871709	0.000444935	0.000222467
k__Bacteria;p__Planctomycetes;c__C6;o__MVS-107;f__	0.000136205	5.90E-05	2.72E-05	4.54E-06	0.000113504	1.36E-05	4.54E-06	0.000535738	2.27E-05	5.90E-05	4.54E-06	4.54E-06	8.17E-05	4.09E-05	1.82E-05	5.45E-05	0.000213387	8.63E-05
k__Bacteria;p__Planctomycetes;c__C6;o__d113;f__	9.08E-05	7.26E-05	1.36E-05	0	5.45E-05	1.36E-05	1.82E-05	0.000131664	0	9.08E-06	1.82E-05	1.82E-05	3.63E-05	4.99E-05	4.09E-05	3.18E-05	0.000118044	0.000104423
k__Bacteria;p__Planctomycetes;c__ODP123;o__T8-B82;f__	0.000227008	0.000363212	0.000240628	4.54E-05	0.000167986	9.08E-06	6.36E-05	8.17E-05	0.000127124	9.08E-05	1.82E-05	4.54E-05	0.000249708	9.99E-05	0.000108964	0.000118044	4.54E-05	0.000217927
k__Bacteria;p__Planctomycetes;c__OM190;o__;f__	0	0	4.54E-06	4.54E-06	0	0	0	0.000426774	0	1.82E-05	0	4.54E-06	2.27E-05	0	0	0	0.000104423	1.82E-05
k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__	0.000440395	0.000340511	0.000317811	3.63E-05	0.00031327	1.36E-05	4.54E-05	0.001725257	0.000122584	8.63E-05	5.45E-05	1.82E-05	0.000322351	0.000136205	0.000136205	9.08E-05	0.000549358	0.000227008
k__Bacteria;p__Planctomycetes;c__OM190;o__agg27;f__	0.000544818	0.000431314	0.000249708	3.63E-05	0.000281489	4.99E-05	6.36E-05	0.002987419	0.000199767	4.99E-05	3.63E-05	7.72E-05	0.000399533	0.000217927	0.000190686	0.000149825	0.001875082	0.000363212
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;Other;Other	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564;f__	0.000653782	0.000635621	0.000372292	7.72E-05	0.000435854	8.63E-05	0.000104423	0.000118044	0.000426774	0.000163445	6.36E-05	9.53E-05	0.000767285	0.000254248	0.000181606	0.00028603	5.45E-05	0.00029965
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__C86;f__	2.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CCM11a;f__	2.27E-05	0.000113504	5.90E-05	0	3.63E-05	4.54E-06	3.63E-05	0.000849008	4.54E-05	5.45E-05	9.08E-06	3.63E-05	0.000199767	1.82E-05	2.72E-05	2.27E-05	9.53E-05	4.54E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CPla-3;f__	0.000167986	0.000145285	0.000199767	0.000345051	0.000127124	6.36E-05	0.000118044	0.000199767	5.90E-05	2.72E-05	0.000263329	4.54E-05	5.45E-05	0.000240628	9.08E-05	0.000131664	0.000227008	0.000490336
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MBMPE71;f__	0	0	0	9.08E-06	0	0	0	0	4.54E-06	0	0	1.36E-05	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__MSBL9;f__	0.000817227	0.000708264	0.000267869	9.53E-05	0.000463095	7.26E-05	0.000104423	0.000167986	0.00029057	0.000195226	8.63E-05	0.000204307	0.000658322	0.00029057	0.000167986	0.000267869	9.53E-05	0.000576599
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;Other	0	0	0	0	0	0	4.54E-06	0	0	0	0	4.54E-06	0	0	0	4.54E-06	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__	0.000780906	0.000785446	0.000585679	0.000158905	0.000431314	8.17E-05	0.000345051	0.002424441	0.000213387	7.26E-05	0.000113504	6.36E-05	0.002846675	0.000222467	0.000208847	0.000118044	0.001607213	0.000681023
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae	5.45E-05	9.08E-05	4.99E-05	9.08E-06	1.82E-05	4.54E-06	2.72E-05	0.000108964	3.18E-05	9.08E-06	0	4.54E-06	8.63E-05	1.82E-05	2.72E-05	4.54E-06	9.99E-05	6.36E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1;f__	0.000249708	0.000254248	0.000167986	2.72E-05	0.000190686	4.54E-06	4.99E-05	0.000535738	4.54E-05	8.63E-05	4.09E-05	1.82E-05	0.000131664	5.45E-05	9.08E-05	9.99E-05	0.000381373	0.000149825
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__	3.18E-05	4.99E-05	1.36E-05	0	3.63E-05	0	4.54E-06	0.000744585	3.18E-05	0	0	1.82E-05	0	9.08E-06	2.27E-05	2.27E-05	0.00028603	3.18E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__SHA-43;f__	0	9.08E-06	0	0	0	0	0	0	0	2.27E-05	0	0	0	0	1.36E-05	0	0	0
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__SHUX583;f__	0	0	1.82E-05	0	0	0	0	0	9.08E-06	0	0	0	0	0	0	0	0	5.45E-05
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__	0.00513037	0.005243874	0.008467381	0.00330069	0.006964591	0.00271047	0.004658195	0.006651321	0.001321184	0.001330264	0.006260868	0.00061292	0.004567392	0.00272409	0.001861462	0.003949931	0.012222086	0.008412899
k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__mle1-8;f__	0.000249708	7.72E-05	7.26E-05	2.72E-05	5.45E-05	9.08E-06	1.36E-05	0.000127124	5.45E-05	4.54E-05	9.08E-06	1.82E-05	0.000558439	5.45E-05	7.26E-05	2.72E-05	0.000381373	0.000163445
k__Bacteria;p__Planctomycetes;c__Pla3;o__;f__	0.000149825	0.000104423	5.90E-05	2.72E-05	0.000108964	1.82E-05	4.09E-05	0.00121222	5.45E-05	3.18E-05	9.08E-06	2.72E-05	0.000140745	4.54E-05	5.90E-05	5.45E-05	0.000122584	0.00031327
k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__	0.000631081	0.000322351	0.001711637	0.000830848	0.000440395	0.000181606	0.000862629	0.001961345	5.90E-05	7.26E-05	0.000454015	0.000181606	0.001071476	5.90E-05	0.000154365	0.000263329	0.000322351	0.000385913
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97;f__	0	0	0	0	0	0	0	9.08E-06	0	0	0	0	4.54E-05	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae	0.010378785	0.013207299	0.020430679	0.014029066	0.009688682	0.026814131	0.009166565	0.017338836	0.008458301	0.003405113	0.011758991	0.003990793	0.008608126	0.010192639	0.006220007	0.01263978	0.025070713	0.01655793
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae	3.63E-05	0.000562979	4.54E-06	2.72E-05	4.09E-05	1.82E-05	9.08E-06	0.000131664	0	9.08E-06	2.27E-05	3.18E-05	2.27E-05	3.63E-05	0	1.36E-05	0.000149825	2.72E-05
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae	0.001112337	0.001076016	0.001520951	0.001035154	0.00181606	0.00181152	0.000749125	0.007554811	0.000408614	0.000181606	0.001175899	0.000163445	0.000953432	0.000463095	0.000762745	0.00211571	0.007736417	0.001566352
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae	0.001566352	0.001543651	0.002079389	0.003704763	0.004258661	0.003205346	0.005802313	0.003196266	2.27E-05	6.36E-05	0.001570892	6.36E-05	0.000694643	9.08E-05	0.000335971	0.000335971	0.003405113	0.002315477
k__Bacteria;p__Planctomycetes;c__[Brocadiae];o__Brocadiales;f__Brocadiaceae	0	1.36E-05	0	0	0	0	4.54E-06	4.54E-06	4.54E-06	0	0	4.54E-06	0	1.82E-05	0	0	0	0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__DH61;f__	0.000222467	0.00030873	0.000190686	9.08E-05	0.000136205	0.000181606	0.000222467	8.17E-05	4.54E-05	9.08E-06	0.000231548	6.36E-05	0.000177066	7.26E-05	0.000113504	5.45E-05	0.000136205	0.000227008
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__PHOS-HE93;f__	1.82E-05	0	6.36E-05	0	9.08E-06	0	0	0	9.08E-06	0	0	4.54E-06	3.63E-05	1.36E-05	1.82E-05	7.72E-05	0	4.54E-06
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__PeHg47;f__	1.82E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetes;c__vadinHA49;o__p04_C01;f__	6.36E-05	2.27E-05	0.000712804	0.000358672	0.000154365	0.000104423	0.000481256	0.000390453	9.08E-06	0	0.000390453	4.09E-05	2.72E-05	2.27E-05	4.54E-05	0.000158905	0.000208847	7.26E-05
k__Bacteria;p__Proteobacteria;Other;Other;Other	4.99E-05	8.17E-05	5.90E-05	2.72E-05	9.99E-05	1.82E-05	1.36E-05	3.63E-05	4.99E-05	9.08E-06	1.36E-05	0	0.000122584	5.90E-05	3.18E-05	5.90E-05	4.99E-05	7.26E-05
k__Bacteria;p__Proteobacteria;c__;o__;f__	0.000131664	0.002683229	3.18E-05	0	0.000957972	0	0	0.00392269	1.36E-05	0	4.54E-06	0	0.002973799	9.08E-06	3.63E-05	0.01685758	0.00091711	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other;Other	0.000780906	0.000567519	0.000562979	0.000808147	0.000349592	0.000830848	0.003200806	0.001234921	2.27E-05	3.18E-05	0.000454015	0.000535738	8.17E-05	6.36E-05	8.17E-05	0.00030419	0.000467636	0.000199767
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__	0.002138411	0.002029447	0.007277862	0.006052021	0.007436767	0.005538984	0.014006365	0.001861462	0.000513037	0.000122584	0.011985998	0.001452848	0.000522117	0.000953432	0.001125957	0.002583346	0.001130498	0.003423274
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__	0.000149825	0.000213387	0.000227008	0.00031327	0.000208847	0.000154365	0.000508497	0.000499417	5.90E-05	2.72E-05	0.000245168	7.26E-05	0.000522117	0.000177066	0.000163445	0.000190686	0.000136205	0.000281489
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__	0	9.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.005366458	0.004726297	0.002973799	0.003268909	0.002578806	0.004299523	0.005616167	0.000562979	0.00030419	0.001738878	0.005484502	0.000562979	0.000685563	0.00090803	0.000712804	0.001312104	0.001548191	0.004140618
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__	0.004154238	0.005538984	0.014628366	0.012149444	0.009915689	0.015563637	0.019173057	0.006519657	0.000535738	0.000490336	0.015132323	0.001679856	0.001135038	0.001884163	0.001993126	0.00330523	0.010601252	0.009675061
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kordiimonadales;Other	0	0	0	0	0	0	0	0	4.54E-06	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.08E-06
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other	0.000317811	0.000708264	0.001053315	0.000372292	0.000231548	0.000622001	0.00029511	0.000372292	0.004558311	0.000585679	0.001847841	0.004585552	0.00662408	0.001425607	0.010179018	0.000231548	0.000354132	0.000177066
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__	0.000762745	0.000826307	0.001729797	0.00029965	0.000440395	0.000694643	0.000231548	0.006129204	0.000381373	0.000503957	0.001743418	0.005166692	0.00149371	0.009379952	0.010601252	0.000426774	0.003110003	0.000572059
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aurantimonadaceae	0	2.72E-05	9.08E-05	0	0	0	0	0	0	4.54E-06	7.26E-05	0.000644701	6.81E-05	0.001293943	0.0017979	4.54E-06	3.63E-05	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae	7.72E-05	0.000131664	0.000703723	0.000122584	0.001457388	0.000236088	0.000335971	0.000267869	0.007958884	0.001180439	0.000744585	0.001489169	0.001162279	0.000472176	0.000503957	7.72E-05	0.000658322	0.000118044
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	0.012199385	0.013184598	0.010001952	0.015368411	0.014696468	0.031240778	0.013747577	0.009198346	0.00059022	0.000199767	0.023844872	0.002038528	0.000562979	0.003527697	0.00241536	0.012258407	0.019377364	0.014278774
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae	3.63E-05	0	1.36E-05	4.54E-06	9.08E-06	9.08E-06	9.08E-06	0	0	0	0	0	0	0	0	2.27E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	0.007845381	0.007927103	0.017643026	0.025415764	0.016889361	0.034060211	0.011958757	0.031472326	0.001098716	0.001693476	0.01987224	0.016326382	0.01233559	0.007159818	0.012821386	0.019195758	0.028798177	0.013457007
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	5.45E-05	0.000108964	3.63E-05	2.72E-05	8.63E-05	0.000199767	1.36E-05	3.63E-05	7.26E-05	0.000149825	0.000417694	4.09E-05	8.63E-05	6.81E-05	0.000199767	7.72E-05	0.000249708	6.36E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae	0.001144118	0.002991959	0.00482618	0.002083929	0.007559351	0.005834094	0.002433521	0.000535738	0.002901156	0.001348425	0.006188226	0.015981331	0.00031327	0.012471794	0.058418121	0.000358672	0.000635621	0.004490209
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	0.000163445	4.99E-05	8.63E-05	9.08E-06	6.36E-05	9.08E-06	7.72E-05	0.000413154	3.18E-05	1.36E-05	9.99E-05	5.45E-05	0.000167986	3.63E-05	0.000177066	9.08E-06	0.001184979	4.54E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.000181606	0.000145285	0.000104423	5.45E-05	3.63E-05	0.000190686	9.08E-05	0.000853548	0.000122584	5.45E-05	0.000131664	9.53E-05	0.000236088	0.000104423	0.000208847	0.000113504	0.001766119	8.17E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae	5.45E-05	6.81E-05	1.36E-05	4.54E-06	1.36E-05	0	0	0.000449475	5.45E-05	0	4.54E-06	9.08E-06	9.53E-05	3.18E-05	1.82E-05	3.63E-05	0.000131664	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.000158905	6.36E-05	2.27E-05	1.82E-05	1.82E-05	0.000158905	4.09E-05	0.000245168	1.36E-05	9.08E-06	5.45E-05	9.08E-06	9.08E-06	1.36E-05	0	1.36E-05	0.001085096	7.26E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae	0.000867169	0.000690103	0.000522117	0.000108964	0.00028603	0.000989753	0.000113504	0.002606047	0.000367752	0.000204307	9.53E-05	0.000145285	0.001747958	0.000186146	0.000172526	0.000258789	0.000867169	0.000658322
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.000136205	0.000131664	0.000108964	1.82E-05	4.09E-05	2.72E-05	2.27E-05	0.00029965	4.54E-05	4.09E-05	9.08E-06	2.72E-05	0.000186146	3.18E-05	4.54E-05	2.27E-05	0.000186146	4.54E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;Other	0	0	4.54E-06	0	1.36E-05	0	0	1.82E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__	4.99E-05	4.99E-05	0	9.08E-06	2.27E-05	0	4.54E-06	0.00031327	2.27E-05	0	0	0	0.000281489	5.45E-05	3.63E-05	2.27E-05	0.000681023	7.72E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae	0.007064475	0.016344543	0.005943057	0.007604753	0.007391366	0.007359584	0.007731877	0.002392659	0.004294983	0.005806853	0.017320675	0.002161112	0.000326891	0.003432354	0.00120314	0.002292776	0.003495916	0.01354327
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae	0.030350908	0.017556763	0.01955897	0.025837998	0.017229872	0.031544968	0.019835919	0.021243366	0.006424313	0.008067848	0.021098081	0.017066427	0.006887409	0.008916856	0.012726043	0.011463881	0.010206259	0.017629406
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__	0.00029057	0.000476716	0.001634454	0.000935271	0.001629914	0.000721884	0.001534571	0.000867169	0.002342718	5.90E-05	0.000617461	0.000463095	0.003341551	4.09E-05	6.36E-05	7.26E-05	0.000449475	0.000454015
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae	0	0.000267869	0	0	7.72E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.27E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Holosporaceae	0	0	0	0	0	0	0	4.54E-06	0	0	4.09E-05	0	0	1.82E-05	4.54E-06	1.36E-05	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae	6.81E-05	0.000118044	0.000499417	9.53E-05	0.000149825	0.000254248	0.000281489	0.000204307	2.27E-05	2.27E-05	8.17E-05	4.54E-05	0.000122584	0.000140745	3.63E-05	0.000136205	0.000104423	0.000163445
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria	0.000158905	4.09E-05	2.72E-05	4.99E-05	0.000104423	0.003636661	8.63E-05	0.000186146	1.82E-05	0.004126997	0.003041901	0.000140745	0.000118044	0.000227008	0.00030419	4.54E-06	0.00029511	4.54E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;Other	3.63E-05	4.54E-06	1.82E-05	1.36E-05	9.08E-06	0	0	4.54E-06	9.08E-06	9.08E-06	2.27E-05	3.18E-05	1.36E-05	0	8.17E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__	0	0	0	1.36E-05	0	4.54E-06	0	4.54E-06	0	0	0	0	9.08E-06	0	4.54E-06	0	0.00030873	1.36E-05
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	0.000467636	0.000317811	0.000272409	3.63E-05	0.000217927	2.27E-05	5.90E-05	0.000186146	0.000263329	0.000118044	4.54E-05	0.000104423	0.000335971	0.000145285	0.000149825	0.000140745	7.72E-05	0.00060384
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.008054228	0.004485669	0.002805813	0.002288236	0.004145158	0.001675316	0.001915944	0.004063435	0.005647948	0.00180244	0.003895449	0.000849008	0.005035027	0.003854588	0.002506163	0.001634454	0.004907903	0.004136077
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;Other;Other	0.000531198	0.000490336	0.000281489	0.000358672	0.000340511	0.000158905	0.000217927	0.000658322	0.007695556	0.000158905	7.26E-05	0.000113504	0.000871709	0.000767285	0.000122584	0.000444935	0.000576599	0.000485796
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__	0.003055522	0.002501623	0.002152031	0.000826307	0.002124791	0.000871709	0.00118952	0.01263524	0.00090803	0.000694643	0.000354132	0.000326891	0.009888448	0.000726424	0.001071476	0.004671815	0.009493455	0.002070309
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;Other	4.54E-06	0	0	0	0	0	0	0	0	0	0	0	1.82E-05	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__EB1003	3.63E-05	8.17E-05	0.000522117	0.00028603	2.27E-05	1.36E-05	9.08E-06	0.001062395	2.27E-05	0	7.26E-05	3.18E-05	1.82E-05	0.000104423	2.27E-05	0.000222467	0.001620834	0.000131664
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__UD5	9.08E-05	0.000108964	0.000254248	1.82E-05	5.90E-05	1.36E-05	0.000108964	0.00121222	4.54E-05	2.27E-05	3.63E-05	9.08E-06	0.000172526	3.63E-05	3.18E-05	4.99E-05	0.000812687	6.36E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;Other	9.53E-05	9.53E-05	2.27E-05	4.54E-05	2.27E-05	2.72E-05	9.53E-05	6.36E-05	6.36E-05	4.54E-05	2.72E-05	9.08E-06	4.99E-05	0	4.54E-06	1.82E-05	0.001003373	4.99E-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__	9.99E-05	3.63E-05	0.000149825	0.000240628	0.000104423	0.000158905	8.17E-05	0.000181606	0.000131664	4.54E-05	0.000254248	1.36E-05	0.000167986	3.18E-05	6.36E-05	0.000231548	0.001620834	0.000149825
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	0.000367752	0.0011986	0.000258789	0.00091257	0.00028603	2.72E-05	1.36E-05	0.000127124	0.000208847	9.08E-05	2.27E-05	0.000108964	0.001938644	5.90E-05	0.000145285	8.63E-05	0.000104423	0.000789986
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	0.007078095	0.005184852	0.003250748	0.014864454	0.005325597	0.00512583	0.003246208	0.002270075	0.00481256	0.000676482	0.007700096	0.000435854	0.000195226	0.000326891	0.000821767	0.001048775	0.00121222	0.012367371
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.004621874	0.004980545	0.004058895	0.002279156	0.00272409	0.001321184	0.001321184	0.005434561	0.006133744	0.001039695	0.000671942	0.000703723	0.004344924	0.001484629	0.001884163	0.001452848	0.008821513	0.004190559
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.001625374	0.0011986	0.001543651	0.002810353	0.00179336	0.000880789	0.006687642	0.002438061	0.001184979	0.001897783	0.000808147	0.000345051	0.001307563	0.00030419	0.001112337	0.000985213	0.004730837	0.002056688
